"REF_pm";"LIB_SECTEUR_ACTIVITE";"LIB_ACTIVITE";"LIB_PRODUIT";"BRANCHE";"LIB_SOUS_BRANCHE";"age_contract";"category";"candidate_product";"Bought";"score";"email"
"397426";"SERVICES FOURNIS PRINCIPALEMENT AUX ENTREPRISES";"ADMINISTRATION D ENTREPRISES";"AUTOMOBILE AMICALE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"AUTOMOBILE AMICALE";"1";"0.9479680557890644";"ahmed10@gmail.com"
"397426";"SERVICES FOURNIS PRINCIPALEMENT AUX ENTREPRISES";"ADMINISTRATION D ENTREPRISES";"AUTOMOBILE AMICALE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"AUTOMOBILE LEASING";"0";"0.2277193862410015";"ahmed10@gmail.com"
"397426";"SERVICES FOURNIS PRINCIPALEMENT AUX ENTREPRISES";"ADMINISTRATION D ENTREPRISES";"AUTOMOBILE AMICALE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"AUTOMOBILE";"0";"0.1629603973121348";"ahmed10@gmail.com"
"397426";"SERVICES FOURNIS PRINCIPALEMENT AUX ENTREPRISES";"ADMINISTRATION D ENTREPRISES";"AUTOMOBILE AMICALE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"INCENDIE COMMERCIAL / LEASING";"0";"0.1459556251062481";"ahmed10@gmail.com"
"397426";"SERVICES FOURNIS PRINCIPALEMENT AUX ENTREPRISES";"ADMINISTRATION D ENTREPRISES";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"AUTOMOBILE LEASING";"0";"0.1225798269029237";"ahmed10@gmail.com"
"397426";"SERVICES FOURNIS PRINCIPALEMENT AUX ENTREPRISES";"ADMINISTRATION D ENTREPRISES";"AUTOMOBILE AMICALE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"MULTIRISQUES PROFESSIONNELLES";"0";"0.1207564580045071";"ahmed10@gmail.com"
"397426";"SERVICES FOURNIS PRINCIPALEMENT AUX ENTREPRISES";"ADMINISTRATION D ENTREPRISES";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"INCENDIE COMMERCIAL / LEASING";"0";"0.0118613077279309";"ahmed10@gmail.com"
"397426";"SERVICES FOURNIS PRINCIPALEMENT AUX ENTREPRISES";"ADMINISTRATION D ENTREPRISES";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Commerce & Services";"MULTIRISQUES PROFESSIONNELLES";"0";"0.0";"ahmed10@gmail.com"
"399381";"POSTES ET TÉLÉCOMMUNICATIONS";"AUTRES ACTIVITÉS DE TÉLÉCOMMUNICATIONS";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Transport & Logistics";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"1";"0.9999999999521229";"ahmed10@gmail.com"
"399381";"POSTES ET TÉLÉCOMMUNICATIONS";"AUTRES ACTIVITÉS DE TÉLÉCOMMUNICATIONS";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Transport & Logistics";"POLICE AU VOYAGE(FACULTE TERRESTRE)";"0";"0.0";"ahmed10@gmail.com"
"399381";"POSTES ET TÉLÉCOMMUNICATIONS";"AUTRES ACTIVITÉS DE TÉLÉCOMMUNICATIONS";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Transport & Logistics";"POLICE AU VOYAGE(FACULTE AERIEN)";"0";"0.0";"ahmed10@gmail.com"
"399381";"POSTES ET TÉLÉCOMMUNICATIONS";"AUTRES ACTIVITÉS DE TÉLÉCOMMUNICATIONS";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Transport & Logistics";"POLICE AU VOYAGE(FACULTE MARITIME)";"0";"0.0";"ahmed10@gmail.com"
"399381";"POSTES ET TÉLÉCOMMUNICATIONS";"AUTRES ACTIVITÉS DE TÉLÉCOMMUNICATIONS";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Transport & Logistics";"TRANSPORT CORPS AVIATION";"0";"0.0";"ahmed10@gmail.com"
"399381";"POSTES ET TÉLÉCOMMUNICATIONS";"AUTRES ACTIVITÉS DE TÉLÉCOMMUNICATIONS";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Transport & Logistics";"POLICE AU VOYAGE(CORPS DE PECHE)";"0";"0.0";"ahmed10@gmail.com"
"399381";"POSTES ET TÉLÉCOMMUNICATIONS";"AUTRES ACTIVITÉS DE TÉLÉCOMMUNICATIONS";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Transport & Logistics";"ASSISTANCES EN VOYAGES - PLAN BASIQUE";"0";"0.0";"ahmed10@gmail.com"
"399381";"POSTES ET TÉLÉCOMMUNICATIONS";"AUTRES ACTIVITÉS DE TÉLÉCOMMUNICATIONS";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Transport & Logistics";"POLICE AU VOYAGE(CORPS DE PLAISANCE)";"0";"0.0";"ahmed10@gmail.com"
"399745";"INDUSTRIE TEXTILE";"FABRICATION D AUTRES ARTICLES CONFECTIONNÉS EN TEXTILE";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Industries & Manufacturing";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"1";"0.9999999999481628";"ahmed10@gmail.com"
"399745";"INDUSTRIE TEXTILE";"FABRICATION D AUTRES ARTICLES CONFECTIONNÉS EN TEXTILE";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Industries & Manufacturing";"BRIS DE MACHINES";"0";"0.0";"ahmed10@gmail.com"
"399745";"INDUSTRIE TEXTILE";"FABRICATION D AUTRES ARTICLES CONFECTIONNÉS EN TEXTILE";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Industries & Manufacturing";"RC ENTRPRISES INDUSTRIELLES";"0";"0.0";"ahmed10@gmail.com"
"399745";"INDUSTRIE TEXTILE";"FABRICATION D AUTRES ARTICLES CONFECTIONNÉS EN TEXTILE";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Industries & Manufacturing";"INCENDIE RISQUES INDUSTRIEL";"0";"0.0";"ahmed10@gmail.com"
"401570";"";"NON DEFINI";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Other";"AUTOMOBILE";"1";"0.9999999999578936";"ahmed10@gmail.com"
"401570";"";"NON DEFINI";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Other";"RESPONSABILITE CIVILE";"0";"0.0";"ahmed10@gmail.com"
"406724";"LOCATION SANS OPÉRATEUR";"LOCATION DE VÉHICULES AUTOMOBILES";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Hospitality & Leisure";"AUTOMOBILE";"1";"0.9999999999584268";"ahmed10@gmail.com"
"406724";"LOCATION SANS OPÉRATEUR";"LOCATION DE VÉHICULES AUTOMOBILES";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Hospitality & Leisure";"AUTOMOBILE II";"1";"0.9654462977682744";"ahmed10@gmail.com"
"406724";"LOCATION SANS OPÉRATEUR";"LOCATION DE VÉHICULES AUTOMOBILES";"OMNICANAL AUTOMOBILE PACK PERSONALISE";"AUTOMOBILE";"AUTOMOBILE";"1.0";"Hospitality & Leisure";"OMNICANAL AUTOMOBILE PACK PERSONALISE";"1";"0.912450164123726";"ahmed10@gmail.com"
"406724";"LOCATION SANS OPÉRATEUR";"LOCATION DE VÉHICULES AUTOMOBILES";"OMNICANAL AUTOMOBILE PACK PERSONALISE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Hospitality & Leisure";"OMNICANAL AUTOMOBILE PACK PERSONALISE";"1";"0.912441447581636";"ahmed10@gmail.com"
"406724";"LOCATION SANS OPÉRATEUR";"LOCATION DE VÉHICULES AUTOMOBILES";"OMNICANAL AUTOMOBILE PACK PERSONALISE";"AUTOMOBILE";"AUTOMOBILE";"1.0";"Hospitality & Leisure";"INCENDIE RISQUES SIMPLE";"0";"0.1793700464052069";"ahmed10@gmail.com"
"406724";"LOCATION SANS OPÉRATEUR";"LOCATION DE VÉHICULES AUTOMOBILES";"OMNICANAL AUTOMOBILE PACK PERSONALISE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Hospitality & Leisure";"INCENDIE RISQUES SIMPLE";"0";"0.178277260393655";"ahmed10@gmail.com"
"406724";"LOCATION SANS OPÉRATEUR";"LOCATION DE VÉHICULES AUTOMOBILES";"OMNICANAL AUTOMOBILE PACK PERSONALISE";"AUTOMOBILE";"AUTOMOBILE";"1.0";"Hospitality & Leisure";"MULTIRISQUE HOTELIER";"0";"0.1764112431136316";"ahmed10@gmail.com"
"406724";"LOCATION SANS OPÉRATEUR";"LOCATION DE VÉHICULES AUTOMOBILES";"OMNICANAL AUTOMOBILE PACK PERSONALISE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Hospitality & Leisure";"MULTIRISQUE HOTELIER";"0";"0.1716958259661053";"ahmed10@gmail.com"
"406724";"LOCATION SANS OPÉRATEUR";"LOCATION DE VÉHICULES AUTOMOBILES";"OMNICANAL AUTOMOBILE PACK PERSONALISE";"AUTOMOBILE";"AUTOMOBILE";"1.0";"Hospitality & Leisure";"VOL TOUTE CATEGORIES";"0";"0.1542617423097306";"ahmed10@gmail.com"
"406724";"LOCATION SANS OPÉRATEUR";"LOCATION DE VÉHICULES AUTOMOBILES";"OMNICANAL AUTOMOBILE PACK PERSONALISE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Hospitality & Leisure";"VOL TOUTE CATEGORIES";"0";"0.1495463251622043";"ahmed10@gmail.com"
"406724";"LOCATION SANS OPÉRATEUR";"LOCATION DE VÉHICULES AUTOMOBILES";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Hospitality & Leisure";"INCENDIE RISQUES SIMPLE";"0";"0.1250874710385995";"ahmed10@gmail.com"
"406724";"LOCATION SANS OPÉRATEUR";"LOCATION DE VÉHICULES AUTOMOBILES";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Hospitality & Leisure";"MULTIRISQUE HOTELIER";"0";"0.1044981491699156";"ahmed10@gmail.com"
"406724";"LOCATION SANS OPÉRATEUR";"LOCATION DE VÉHICULES AUTOMOBILES";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Hospitality & Leisure";"VOL TOUTE CATEGORIES";"0";"0.0768751009415582";"ahmed10@gmail.com"
"406724";"LOCATION SANS OPÉRATEUR";"LOCATION DE VÉHICULES AUTOMOBILES";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Hospitality & Leisure";"INCENDIE RISQUES SIMPLE";"0";"0.0396761894129039";"ahmed10@gmail.com"
"406724";"LOCATION SANS OPÉRATEUR";"LOCATION DE VÉHICULES AUTOMOBILES";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Hospitality & Leisure";"MULTIRISQUE HOTELIER";"0";"0.0268764075021863";"ahmed10@gmail.com"
"406724";"LOCATION SANS OPÉRATEUR";"LOCATION DE VÉHICULES AUTOMOBILES";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Hospitality & Leisure";"VOL TOUTE CATEGORIES";"0";"0.0";"ahmed10@gmail.com"
"40678";"AUTRES INDUSTRIES EXTRACTIVES";"EXTRACTION DE CALCAIRE INDUSTRIEL, DE GYPSE ET DE CRAIE";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Industries & Manufacturing";"AUTOMOBILE";"1";"0.999999999957433";"ahmed10@gmail.com"
"40678";"AUTRES INDUSTRIES EXTRACTIVES";"EXTRACTION DE CALCAIRE INDUSTRIEL, DE GYPSE ET DE CRAIE";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Industries & Manufacturing";"INCENDIE RISQUES INDUSTRIEL";"0";"0.0";"ahmed10@gmail.com"
"40678";"AUTRES INDUSTRIES EXTRACTIVES";"EXTRACTION DE CALCAIRE INDUSTRIEL, DE GYPSE ET DE CRAIE";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Industries & Manufacturing";"BRIS DE MACHINES";"0";"0.0";"ahmed10@gmail.com"
"40678";"AUTRES INDUSTRIES EXTRACTIVES";"EXTRACTION DE CALCAIRE INDUSTRIEL, DE GYPSE ET DE CRAIE";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Industries & Manufacturing";"RC ENTRPRISES INDUSTRIELLES";"0";"0.0";"ahmed10@gmail.com"
"40929";"ACTIVITES IARD TARIFIABLES";"MATERIEL INFORMATIQUE (VENTE)";"INCENDIE RISQUES SIMPLE CENTRALISE";"INCENDIE";"INCENDIE RISQUES SIMPLE";"0.0";"Finance & Assurance";"INCENDIE RISQUES SIMPLE CENTRALISE";"1";"0.9999999999602756";"ahmed10@gmail.com"
"40929";"ACTIVITES IARD TARIFIABLES";"MATERIEL INFORMATIQUE (VENTE)";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Finance & Assurance";"AUTOMOBILE";"1";"0.9689320144813172";"ahmed10@gmail.com"
"40929";"ACTIVITES IARD TARIFIABLES";"MATERIEL INFORMATIQUE (VENTE)";"POLICE ABONNEMENT(FACULTE MARITIME)";"TRANSPORT";"TRANSPORT FACULTE MARITIME";"0.0";"Finance & Assurance";"POLICE ABONNEMENT(FACULTE MARITIME)";"1";"0.9109454048882326";"ahmed10@gmail.com"
"40929";"ACTIVITES IARD TARIFIABLES";"MATERIEL INFORMATIQUE (VENTE)";"INCENDIE RISQUES SIMPLE";"INCENDIE";"INCENDIE RISQUES SIMPLE";"0.0";"Finance & Assurance";"INCENDIE RISQUES SIMPLE";"1";"0.8518930103469532";"ahmed10@gmail.com"
"40929";"ACTIVITES IARD TARIFIABLES";"MATERIEL INFORMATIQUE (VENTE)";"RESPONSABILITE CIVILE";"RISQUES DIVERS";"RESPONSABILITE CIVILE";"0.0";"Finance & Assurance";"RESPONSABILITE CIVILE";"1";"0.7592350357356752";"ahmed10@gmail.com"
"40929";"ACTIVITES IARD TARIFIABLES";"MATERIEL INFORMATIQUE (VENTE)";"INCENDIE RISQUES SIMPLE CENTRALISE";"INCENDIE";"INCENDIE RISQUES SIMPLE";"0.0";"Finance & Assurance";"ASSURANCE VIE COMPLEMENT RETRAITE - HORIZON+ (AS)";"0";"0.2028501755558499";"ahmed10@gmail.com"
"40929";"ACTIVITES IARD TARIFIABLES";"MATERIEL INFORMATIQUE (VENTE)";"INCENDIE RISQUES SIMPLE CENTRALISE";"INCENDIE";"INCENDIE RISQUES SIMPLE";"0.0";"Finance & Assurance";"ASSURANCE VIE COMPLEMENT RETRAITE - HORIZON";"0";"0.2028501755558499";"ahmed10@gmail.com"
"40929";"ACTIVITES IARD TARIFIABLES";"MATERIEL INFORMATIQUE (VENTE)";"INCENDIE RISQUES SIMPLE";"INCENDIE";"INCENDIE RISQUES SIMPLE";"0.0";"Finance & Assurance";"ASSURANCE VIE COMPLEMENT RETRAITE - HORIZON+ (AS)";"0";"0.2028501755558499";"ahmed10@gmail.com"
"40929";"ACTIVITES IARD TARIFIABLES";"MATERIEL INFORMATIQUE (VENTE)";"INCENDIE RISQUES SIMPLE";"INCENDIE";"INCENDIE RISQUES SIMPLE";"0.0";"Finance & Assurance";"ASSURANCE VIE COMPLEMENT RETRAITE - HORIZON";"0";"0.2028501755558499";"ahmed10@gmail.com"
"40929";"ACTIVITES IARD TARIFIABLES";"MATERIEL INFORMATIQUE (VENTE)";"RESPONSABILITE CIVILE";"RISQUES DIVERS";"RESPONSABILITE CIVILE";"0.0";"Finance & Assurance";"SANTE ET PREVOYANCE";"0";"0.1868488612601428";"ahmed10@gmail.com"
"40929";"ACTIVITES IARD TARIFIABLES";"MATERIEL INFORMATIQUE (VENTE)";"RESPONSABILITE CIVILE";"RISQUES DIVERS";"RESPONSABILITE CIVILE";"0.0";"Finance & Assurance";"ASSURANCE VIE COMPLEMENT RETRAITE - HORIZON+ (AS)";"0";"0.1776001689121683";"ahmed10@gmail.com"
"40929";"ACTIVITES IARD TARIFIABLES";"MATERIEL INFORMATIQUE (VENTE)";"RESPONSABILITE CIVILE";"RISQUES DIVERS";"RESPONSABILITE CIVILE";"0.0";"Finance & Assurance";"ASSURANCE VIE COMPLEMENT RETRAITE - HORIZON";"0";"0.1776001689121683";"ahmed10@gmail.com"
"40929";"ACTIVITES IARD TARIFIABLES";"MATERIEL INFORMATIQUE (VENTE)";"INCENDIE RISQUES SIMPLE CENTRALISE";"INCENDIE";"INCENDIE RISQUES SIMPLE";"0.0";"Finance & Assurance";"SANTE ET PREVOYANCE";"0";"0.1766107621204239";"ahmed10@gmail.com"
"40929";"ACTIVITES IARD TARIFIABLES";"MATERIEL INFORMATIQUE (VENTE)";"INCENDIE RISQUES SIMPLE";"INCENDIE";"INCENDIE RISQUES SIMPLE";"0.0";"Finance & Assurance";"SANTE ET PREVOYANCE";"0";"0.1766107621204239";"ahmed10@gmail.com"
"40929";"ACTIVITES IARD TARIFIABLES";"MATERIEL INFORMATIQUE (VENTE)";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Finance & Assurance";"SANTE ET PREVOYANCE";"0";"0.0943181466977856";"ahmed10@gmail.com"
"40929";"ACTIVITES IARD TARIFIABLES";"MATERIEL INFORMATIQUE (VENTE)";"POLICE ABONNEMENT(FACULTE MARITIME)";"TRANSPORT";"TRANSPORT FACULTE MARITIME";"0.0";"Finance & Assurance";"ASSURANCE VIE COMPLEMENT RETRAITE - HORIZON";"0";"0.0643109948700774";"ahmed10@gmail.com"
"40929";"ACTIVITES IARD TARIFIABLES";"MATERIEL INFORMATIQUE (VENTE)";"POLICE ABONNEMENT(FACULTE MARITIME)";"TRANSPORT";"TRANSPORT FACULTE MARITIME";"0.0";"Finance & Assurance";"ASSURANCE VIE COMPLEMENT RETRAITE - HORIZON+ (AS)";"0";"0.0643109948700774";"ahmed10@gmail.com"
"40929";"ACTIVITES IARD TARIFIABLES";"MATERIEL INFORMATIQUE (VENTE)";"POLICE ABONNEMENT(FACULTE MARITIME)";"TRANSPORT";"TRANSPORT FACULTE MARITIME";"0.0";"Finance & Assurance";"SANTE ET PREVOYANCE";"0";"0.043543610026054";"ahmed10@gmail.com"
"40929";"ACTIVITES IARD TARIFIABLES";"MATERIEL INFORMATIQUE (VENTE)";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Finance & Assurance";"ASSURANCE VIE COMPLEMENT RETRAITE - HORIZON+ (AS)";"0";"0.0";"ahmed10@gmail.com"
"40929";"ACTIVITES IARD TARIFIABLES";"MATERIEL INFORMATIQUE (VENTE)";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Finance & Assurance";"ASSURANCE VIE COMPLEMENT RETRAITE - HORIZON";"0";"0.0";"ahmed10@gmail.com"
"409454";"";"NON DEFINI";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Other";"AUTOMOBILE II";"1";"0.9999999999525048";"ahmed10@gmail.com"
"409454";"";"NON DEFINI";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Other";"RESPONSABILITE CIVILE";"0";"0.0";"ahmed10@gmail.com"
"412116";"";"NON DEFINI";"OMNICANAL AUTOMOBILE PACK2";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Other";"OMNICANAL AUTOMOBILE PACK2";"1";"0.9999999999591132";"ahmed10@gmail.com"
"412116";"";"NON DEFINI";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Other";"AUTOMOBILE";"1";"0.9710335349447128";"ahmed10@gmail.com"
"412116";"";"NON DEFINI";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Other";"AUTOMOBILE II";"1";"0.9404477916239802";"ahmed10@gmail.com"
"412116";"";"NON DEFINI";"INCENDIE RISQUES SIMPLE";"INCENDIE";"INCENDIE RISQUES SIMPLE";"8.0";"Other";"INCENDIE RISQUES SIMPLE";"1";"0.8688491922485344";"ahmed10@gmail.com"
"412116";"";"NON DEFINI";"INCENDIE RISQUES SIMPLE";"INCENDIE";"INCENDIE RISQUES SIMPLE";"8.0";"Other";"RESPONSABILITE CIVILE";"0";"0.2217701727267509";"ahmed10@gmail.com"
"412116";"";"NON DEFINI";"OMNICANAL AUTOMOBILE PACK2";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Other";"RESPONSABILITE CIVILE";"0";"0.1348635607405682";"ahmed10@gmail.com"
"412116";"";"NON DEFINI";"AUTOMOBILE II";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Other";"RESPONSABILITE CIVILE";"0";"0.0795900894191086";"ahmed10@gmail.com"
"412116";"";"NON DEFINI";"AUTOMOBILE";"AUTOMOBILE";"AUTOMOBILE";"0.0";"Other";"RESPONSABILITE CIVILE";"0";"0.0";"ahmed10@gmail.com"
"413622";"COMMERCE DE GROS ET INTERMÉDIAIRES DU COMMERCE";"COMMERCE DE GROS D HABILLEMENT";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Commerce & Services";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"1";"0.9999999999522178";"ahmed10@gmail.com"
"413622";"COMMERCE DE GROS ET INTERMÉDIAIRES DU COMMERCE";"COMMERCE DE GROS D HABILLEMENT";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Commerce & Services";"MULTIRISQUES PROFESSIONNELLES";"0";"0.1183585004848691";"ahmed10@gmail.com"
"413622";"COMMERCE DE GROS ET INTERMÉDIAIRES DU COMMERCE";"COMMERCE DE GROS D HABILLEMENT";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Commerce & Services";"AUTOMOBILE LEASING";"0";"0.1051551581272134";"ahmed10@gmail.com"
"413622";"COMMERCE DE GROS ET INTERMÉDIAIRES DU COMMERCE";"COMMERCE DE GROS D HABILLEMENT";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Commerce & Services";"INCENDIE COMMERCIAL / LEASING";"0";"0.084870237383275";"ahmed10@gmail.com"
"413622";"COMMERCE DE GROS ET INTERMÉDIAIRES DU COMMERCE";"COMMERCE DE GROS D HABILLEMENT";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Commerce & Services";"AUTOMOBILE";"0";"0.0";"ahmed10@gmail.com"
"414707";"SERVICES AUXILIAIRES DES TRANSPORTS";"SERVICES PORTUAIRES, MARITIMES ET FLUVIAUX";"POLICE ABONNEMENT(FACULTE MARITIME)";"TRANSPORT";"TRANSPORT FACULTE MARITIME";"0.0";"Transport & Logistics";"POLICE ABONNEMENT(FACULTE MARITIME)";"1";"0.999999999953607";"ahmed10@gmail.com"
"414707";"SERVICES AUXILIAIRES DES TRANSPORTS";"SERVICES PORTUAIRES, MARITIMES ET FLUVIAUX";"POLICE ABONNEMENT(FACULTE MARITIME)";"TRANSPORT";"TRANSPORT FACULTE MARITIME";"0.0";"Transport & Logistics";"POLICE AU VOYAGE(FACULTE MARITIME)";"0";"0.0692881768977571";"ahmed10@gmail.com"
"414707";"SERVICES AUXILIAIRES DES TRANSPORTS";"SERVICES PORTUAIRES, MARITIMES ET FLUVIAUX";"POLICE ABONNEMENT(FACULTE MARITIME)";"TRANSPORT";"TRANSPORT FACULTE MARITIME";"0.0";"Transport & Logistics";"POLICE AU VOYAGE(FACULTE TERRESTRE)";"0";"0.0387095919738181";"ahmed10@gmail.com"
"414707";"SERVICES AUXILIAIRES DES TRANSPORTS";"SERVICES PORTUAIRES, MARITIMES ET FLUVIAUX";"POLICE ABONNEMENT(FACULTE MARITIME)";"TRANSPORT";"TRANSPORT FACULTE MARITIME";"0.0";"Transport & Logistics";"POLICE AU VOYAGE(CORPS DE PLAISANCE)";"0";"0.0120690512875077";"ahmed10@gmail.com"
"414707";"SERVICES AUXILIAIRES DES TRANSPORTS";"SERVICES PORTUAIRES, MARITIMES ET FLUVIAUX";"POLICE ABONNEMENT(FACULTE MARITIME)";"TRANSPORT";"TRANSPORT FACULTE MARITIME";"0.0";"Transport & Logistics";"TRANSPORT CORPS AVIATION";"0";"0.0";"ahmed10@gmail.com"
"414707";"SERVICES AUXILIAIRES DES TRANSPORTS";"SERVICES PORTUAIRES, MARITIMES ET FLUVIAUX";"POLICE ABONNEMENT(FACULTE MARITIME)";"TRANSPORT";"TRANSPORT FACULTE MARITIME";"0.0";"Transport & Logistics";"POLICE AU VOYAGE(CORPS DE PECHE)";"0";"0.0";"ahmed10@gmail.com"
"414707";"SERVICES AUXILIAIRES DES TRANSPORTS";"SERVICES PORTUAIRES, MARITIMES ET FLUVIAUX";"POLICE ABONNEMENT(FACULTE MARITIME)";"TRANSPORT";"TRANSPORT FACULTE MARITIME";"0.0";"Transport & Logistics";"ASSISTANCES EN VOYAGES - PLAN BASIQUE";"0";"0.0";"ahmed10@gmail.com"
"414707";"SERVICES AUXILIAIRES DES TRANSPORTS";"SERVICES PORTUAIRES, MARITIMES ET FLUVIAUX";"POLICE ABONNEMENT(FACULTE MARITIME)";"TRANSPORT";"TRANSPORT FACULTE MARITIME";"0.0";"Transport & Logistics";"POLICE AU VOYAGE(FACULTE AERIEN)";"0";"0.0";"ahmed10@gmail.com"
"417864";"INTERMÉDIATION FINANCIÈRE";"INTERMÉDIATIONS FINANCIÈRES DIVERSES";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Finance & Assurance";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"1";"0.9999999999519368";"ahmed10@gmail.com"
"417864";"INTERMÉDIATION FINANCIÈRE";"INTERMÉDIATIONS FINANCIÈRES DIVERSES";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Finance & Assurance";"SANTE ET PREVOYANCE";"0";"0.0541080779864284";"ahmed10@gmail.com"
"417864";"INTERMÉDIATION FINANCIÈRE";"INTERMÉDIATIONS FINANCIÈRES DIVERSES";"MULTIRISQUES PROFESSIONNELLES CENTRALISE";"INCENDIE";"MULTIRISQUES PROFESSIONNELLES";"0.0";"Finance & Assurance";"ASSURANCE VIE COMPLEMENT RETRAITE - HORIZON+ (AS)";"0";"0.0";"ahmed10@gmail.com"
